	Unnamed: 0	form	lemma	xpos	syll	stress	phon	syll_count	comment	stress_syl	root	key
19274	243166	reșițean	=	Ncms-n	re.și.țean	reșițe'an	r e S i ts e_X a n	3		2	r e S i ts e_X a n	reșițean|=|Ncms-n|2
19275	243169	reșițeancă	=	Ncfsrn	re.și.țean.că	reșițe'ancă	r e S i ts e_X a n k @	4		2	r e S i ts e_X a n k	reșițeancă|=|Ncfsrn|2
19276	243187	reșou	=	Ncms-n	re.șou	reș'ou	r e S o w	2		1	r e S o	reșou|=|Ncms-n|1
19277	243193	rețea	=	Ncfsrn	re.țea	rețe'a	r e ts e_X a	2		1	r e ts e_X	rețea|=|Ncfsrn|1
19278	243207	rețetă	=	Ncfsrn	re.țe.tă	reț'etă	r e ts e t @	3		1	r e ts e t	rețetă|=|Ncfsrn|1
19279	243214	reține	=	Vmnp	re.ți.ne	reț'ine	r e ts i n e	3		1	r e ts i n	reține|=|Vmnp|1
19280	243221	reținere	=	Ncfsrn	re.ți.ne.re	reț'inere	r e ts i n e r e	4		1	r e ts i n e r	reținere|=|Ncfsrn|1
19281	243242	reținut	=	Afpms-n	re.ți.nut	rețin'ut	r e ts i n u t	3		2	r e ts i n u t	reținut|=|Afpms-n|2
19282	243269	reașeza	=	Vmnp	re.a.șe.za	reașez'a	r e a S e z a	4		3	r e a S e z	reașeza|=|Vmnp|3
19283	243274	reașezare	=	Ncfsrn	re.a.șe.za.re	reașez'are	r e a S e z a r e	5		3	r e a S e z a r	reașezare|=|Ncfsrn|3
19284	243314	reabilita	=	Vmnp	re.a.bi.li.ta	reabilit'a	r e a b i l i t a	5		4	r e a b i l i t	reabilita|=|Vmnp|4
19285	243318	reabilitare	=	Ncfsrn	re.a.bi.li.ta.re	reabilit'are	r e a b i l i t a r e	6		4	r e a b i l i t a r	reabilitare|=|Ncfsrn|4
19286	243331	reabilitat	=	Afpms-n	re.a.bi.li.tat	reabilit'at	r e a b i l i t a t	5		4	r e a b i l i t a t	reabilitat|=|Afpms-n|4
19287	243368	reacție	=	Ncfsrn	re.ac.ți.e	re'acție	r e a k ts i e	4		1	r e a k ts i	reacție|=|Ncfsrn|1
19288	243375	reacționa	=	Vmnp	re.ac.ți.o.na	reacțion'a	r e a k ts i o n a	5		4	r e a k ts i o n	reacționa|=|Vmnp|4
19289	243379	reacționar	=	Afpms-n	re.ac.ți.o.nar	reacțion'ar	r e a k ts i o n a r	5		4	r e a k ts i o n a r	reacționar|=|Afpms-n|4
19290	243402	reacționat	=	Afpms-n	re.ac.ți.o.nat	reacțion'at	r e a k ts i o n a t	5		4	r e a k ts i o n a t	reacționat|=|Afpms-n|4
19291	243427	reactiv	=	Afpms-n	re.ac.tiv	react'iv	r e a k t i v	3		2	r e a k t i v	reactiv|=|Afpms-n|2
19292	243429	reactiva	=	Vmnp	re.ac.ti.va	reactiv'a	r e a k t i v a	4		3	r e a k t i v	reactiva|=|Vmnp|3
19293	243434	reactivant	=	Afpms-n	re.ac.ti.vant	reactiv'ant	r e a k t i v a n t	4		3	r e a k t i v a n t	reactivant|=|Afpms-n|3
19294	243447	reactivare	=	Ncfsrn	re.ac.ti.va.re	reactiv'are	r e a k t i v a r e	5		3	r e a k t i v a r	reactivare|=|Ncfsrn|3
19295	243460	reactivat	=	Afpms-n	re.ac.ti.vat	reactiv'at	r e a k t i v a t	4		3	r e a k t i v a t	reactivat|=|Afpms-n|3
19296	243495	reactivitate	=	Ncfsrn	re.ac.ti.vi.ta.te	reactivit'ate	r e a k t i v i t a t e	6		4	r e a k t i v i t a t	reactivitate|=|Ncfsrn|4
19297	243511	reactopropulsor	=	Ncms-n	re.ac.to.pro.pul.sor	reactopropuls'or	r e a k t o p r o p u l s o r	6		5	r e a k t o p r o p u l s o r	reactopropulsor|=|Ncms-n|5
19298	243514	reactor	=	Ncms-n	re.ac.tor	react'or	r e a k t o r	3		2	r e a k t o r	reactor|=|Ncms-n|2
19299	243518	reactualiza	=	Vmnp	re.ac.tu.a.li.za	reactualiz'a	r e a k t u a l i z a	6		5	r e a k t u a l i z	reactualiza|=|Vmnp|5
19300	243532	reactualizat	=	Afpms-n	re.ac.tu.a.li.zat	reactualiz'at	r e a k t u a l i z a t	6		5	r e a k t u a l i z a t	reactualizat|=|Afpms-n|5
19301	243564	readapta	=	Vmnp	re.a.dap.ta	readapt'a	r e a d a p t a	4		3	r e a d a p t	readapta|=|Vmnp|3
19302	243606	readormi	=	Vmnp	re.a.dor.mi	readorm'i	r e a d o r m i	4		3	r e a d o r m	readormi|=|Vmnp|3
19303	243633	readuce	=	Vmnp	re.a.du.ce	read'uce	r e a d u tS e	4		2	r e a d u tS	readuce|=|Vmnp|2
19304	243640	readucere	=	Ncfsrn	re.a.du.ce.re	read'ucere	r e a d u tS e r e	5		2	r e a d u tS e r	readucere|=|Ncfsrn|2
19305	243656	readuna	=	Vmnp	re.a.du.na	readun'a	r e a d u n a	4		3	r e a d u n	readuna|=|Vmnp|3
19306	243686	readus	=	Afpms-n	re.a.dus	read'us	r e a d u s	3		2	r e a d u s	readus|=|Afpms-n|2
19307	243713	reafirma	=	Vmnp	re.a.fir.ma	reafirm'a	r e a f i r m a	4		3	r e a f i r m	reafirma|=|Vmnp|3
19308	243727	reafirmat	=	Afpms-n	re.a.fir.mat	reafirm'at	r e a f i r m a t	4		3	r e a f i r m a t	reafirmat|=|Afpms-n|3
19309	243756	reajustare	=	Ncfsrn	re.a.jus.ta.re	reajust'are	r e a Z u s t a r e	5		3	r e a Z u s t a r	reajustare|=|Ncfsrn|3
19310	243764	real	=	Afpms-n	re.al	re'al	r e a l	2		1	r e a l	real|=|Afpms-n|1
19311	243765	real	=	Ncms-n	re.al	re'al	r e a l	2		1	r e a l	real|=|Ncms-n|1
19312	243775	realege	=	Vmnp	re.a.le.ge	real'ege	r e a l e gZ e	4		2	r e a l e gZ	realege|=|Vmnp|2
19313	243782	realegere	=	Ncfsrn	re.a.le.ge.re	real'egere	r e a l e gZ e r e	5		2	r e a l e gZ e r	realegere|=|Ncfsrn|2
19314	243798	reales	=	Afpms-n	re.a.les	real'es	r e a l e s	3		2	r e a l e s	reales|=|Afpms-n|2
19315	243833	realimentare	=	Ncfsrn	re.a.li.men.ta.re	realiment'are	r e a l i m e n t a r e	6		4	r e a l i m e n t a r	realimentare|=|Ncfsrn|4
19316	243850	realipi	=	Vmnp	re.a.li.pi	realip'i	r e a l i p i	4		3	r e a l i p	realipi|=|Vmnp|3
19317	243871	realism	=	Ncms-n	re.a.lism	real'ism	r e a l i s m	3		2	r e a l i s m	realism|=|Ncms-n|2
19318	243878	realist	=	Afpms-n	re.a.list	real'ist	r e a l i s t	3		2	r e a l i s t	realist|=|Afpms-n|2
19319	243879	realist	=	Ncms-n	re.a.list	real'ist	r e a l i s t	3		2	r e a l i s t	realist|=|Ncms-n|2
19320	243892	realistic	=	Afpms-n	rea.lis.tic	real'istic	r e_X a l i s t i k	3		1	r e_X a l i s t i k	realistic|=|Afpms-n|1
19321	243913	realistă	=	Ncfsrn	re.a.lis.tă	real'istă	r e a l i s t @	4		2	r e a l i s t	realistă|=|Ncfsrn|2
19322	243915	realitate	=	Ncfsrn	re.a.li.ta.te	realit'ate	r e a l i t a t e	5		3	r e a l i t a t	realitate|=|Ncfsrn|3
19323	243930	realiza	=	Vmnp	re.a.li.za	realiz'a	r e a l i z a	4		3	r e a l i z	realiza|=|Vmnp|3
19324	243939	realizabil	=	Afpms-n	re.a.li.za.bil	realiz'abil	r e a l i z a b i l	5		3	r e a l i z a b i l	realizabil|=|Afpms-n|3
19325	243957	realizare	=	Ncfsrn	re.a.li.za.re	realiz'are	r e a l i z a r e	5		3	r e a l i z a r	realizare|=|Ncfsrn|3
19326	243970	realizat	=	Afpms-n	re.a.li.zat	realiz'at	r e a l i z a t	4		3	r e a l i z a t	realizat|=|Afpms-n|3
19327	243984	realizator	=	Afpms-n	re.a.li.za.tor	realizat'or	r e a l i z a t o r	5		4	r e a l i z a t o r	realizator|=|Afpms-n|4
19328	243985	realizator	=	Ncms-n	re.a.li.za.tor	realizat'or	r e a l i z a t o r	5		4	r e a l i z a t o r	realizator|=|Ncms-n|4
19329	244014	reamenaja	=	Vmnp	re.a.me.na.ja	reamenaj'a	r e a m e n a Z a	5		4	r e a m e n a Z	reamenaja|=|Vmnp|4
19330	244018	reamenajare	=	Ncfsrn	re.a.me.na.ja.re	reamenaj'are	r e a m e n a Z a r e	6		4	r e a m e n a Z a r	reamenajare|=|Ncfsrn|4
19331	244065	reaminti	=	Vmnp	re.a.min.ti	reamint'i	r e a m i n t i	4		3	r e a m i n t	reaminti|=|Vmnp|3
19332	244069	reamintire	=	Ncfsrn	re.a.min.ti.re	reamint'ire	r e a m i n t i r e	5		3	r e a m i n t i r	reamintire|=|Ncfsrn|3
19333	244086	reamintit	=	Afpms-n	re.a.min.tit	reamint'it	r e a m i n t i t	4		3	r e a m i n t i t	reamintit|=|Afpms-n|3
19334	244106	reanalizare	=	Ncfsrn	re.a.na.li.za.re	reanaliz'are	r e a n a l i z a r e	6		4	r e a n a l i z a r	reanalizare|=|Ncfsrn|4
19335	244114	reangaja	=	Vmnp	re.an.ga.ja	reangaj'a	r e a n g a Z a	4		3	r e a n g a Z	reangaja|=|Vmnp|3
19336	244118	reangajare	=	Ncfsrn	re.an.ga.ja.re	reangaj'are	r e a n g a Z a r e	5		3	r e a n g a Z a r	reangajare|=|Ncfsrn|3
19337	244130	reangajat	=	Afpms-n	re.an.ga.jat	reangaj'at	r e a n g a Z a t	4		3	r e a n g a Z a t	reangajat|=|Afpms-n|3
19338	244161	reanimare	=	Ncfsrn	re.a.ni.ma.re	reanim'are	r e a n i m a r e	5		3	r e a n i m a r	reanimare|=|Ncfsrn|3
19339	244170	reapărea	=	Vmnp	re.a.pă.rea	reapăre'a	r e a p @ r e_X a	4		3	r e a p @ r	reapărea|=|Vmnp|3
19340	244190	reapărut	=	Afpms-n	re.a.pă.rut	reapăr'ut	r e a p @ r u t	4		3	r e a p @ r u t	reapărut|=|Afpms-n|3
19341	244200	reapariție	=	Ncfsrn	re.a.pa.ri.ți.e	reapar'iție	r e a p a r i ts i e	6		3	r e a p a r i ts i	reapariție|=|Ncfsrn|3
19342	244210	reaprinde	=	Vmnp	re.a.prin.de	reapr'inde	r e a p r i n d e	4		2	r e a p r i n d	reaprinde|=|Vmnp|2
19343	244243	rearanja	=	Vmnp	re.a.ran.ja	rearanj'a	r e a r a n Z a	4		3	r e a r a n Z	rearanja|=|Vmnp|3
19344	244247	rearanjare	=	Ncfsrn	re.a.ran.ja.re	rearanj'are	r e a r a n Z a r e	5		3	r e a r a n Z a r	rearanjare|=|Ncfsrn|3
19345	244282	reasigurare	=	Ncfsrn	re.a.si.gu.ra.re	reasigur'are	r e a s i g u r a r e	6		4	r e a s i g u r a r	reasigurare|=|Ncfsrn|4
19346	244290	reavăn	=	Afpms-n	rea.văn	re'avăn	r e_X a v @ n	2		0	r e_X a v @ n	reavăn|=|Afpms-n|0
19347	244295	reazem	=	Ncms-n	rea.zem	re'azem	r e_X a z e m	2		0	r e_X a z e m	reazem|=|Ncms-n|0
19348	244307	rebel	=	Afpms-n	re.bel	reb'el	r e b e l	2		1	r e b e l	rebel|=|Afpms-n|1
19349	244317	rebeliune	=	Ncfsrn	re.be.li.u.ne	rebeli'une	r e b e l i u n e	5		3	r e b e l i u n	rebeliune|=|Ncfsrn|3
19350	244328	rebord	=	Ncms-n	re.bord	reb'ord	r e b o r d	2		1	r e b o r d	rebord|=|Ncms-n|1
19351	244334	rebus	=	Ncms-n	re.bus	r'ebus	r e b u s	2		0	r e b u s	rebus|=|Ncms-n|0
19352	244340	recădere	=	Ncfsrn	re.că.de.re	recăd'ere	r e k @ d e r e	4		2	r e k @ d e r	recădere|=|Ncfsrn|2
19353	244351	recăpăta	=	Vmnp	re.că.pă.ta	recăpăt'a	r e k @ p @ t a	4		3	r e k @ p @ t	recăpăta|=|Vmnp|3
19354	244365	recăpătat	=	Afpms-n	re.că.pă.tat	recăpăt'at	r e k @ p @ t a t	4		3	r e k @ p @ t a t	recăpătat|=|Afpms-n|3
19355	244391	rec	=	Ncms-n	rec	rec	r e k	1		0	r e k	rec|=|Ncms-n|0
19356	244392	recalcitrant	=	Afpms-n	re.cal.ci.trant	recalcitr'ant	r e k a l tS i t r a n t	4		3	r e k a l tS i t r a n t	recalcitrant|=|Afpms-n|3
19357	244406	recalcula	=	Vmnp	re.cal.cu.la	recalcul'a	r e k a l k u l a	4		3	r e k a l k u l	recalcula|=|Vmnp|3
19358	244410	recalculare	=	Ncfsrn	re.cal.cu.la.re	recalcul'are	r e k a l k u l a r e	5		3	r e k a l k u l a r	recalculare|=|Ncfsrn|3
19359	244423	recalculat	=	Afpms-n	re.cal.cu.lat	recalcul'at	r e k a l k u l a t	4		3	r e k a l k u l a t	recalculat|=|Afpms-n|3
19360	244459	recalibra	=	Vmnp	re.ca.li.bra	recalibr'a	r e k a l i b r a	4		3	r e k a l i b r	recalibra|=|Vmnp|3
19361	244492	recalifica	=	Vmnp	re.ca.li.fi.ca	recalific'a	r e k a l i f i k a	5		4	r e k a l i f i k	recalifica|=|Vmnp|4
19362	244496	recalificare	=	Ncfsrn	re.ca.li.fi.ca.re	recalific'are	r e k a l i f i k a r e	6		4	r e k a l i f i k a r	recalificare|=|Ncfsrn|4
19363	244532	recapitalizare	=	Ncfsrn	re.ca.pi.ta.li.za.re	recapitaliz'are	r e k a p i t a l i z a r e	7		5	r e k a p i t a l i z a r	recapitalizare|=|Ncfsrn|5
19364	244540	recapitula	=	Vmnp	re.ca.pi.tu.la	recapitul'a	r e k a p i t u l a	5		4	r e k a p i t u l	recapitula|=|Vmnp|4
19365	244544	recapitulare	=	Ncfsrn	re.ca.pi.tu.la.re	recapitul'are	r e k a p i t u l a r e	6		4	r e k a p i t u l a r	recapitulare|=|Ncfsrn|4
19366	244583	rece	=	Afpms-n	re.ce	r'ece	r e tS e	2		0	r e tS	rece|=|Afpms-n|0
19367	244584	rece	=	Ncms-n	re.ce	r'ece	r e tS e	2		0	r e tS	rece|=|Ncms-n|0
19368	244592	recensământ	=	Ncms-n	re.cen.să.mânt	recensăm'ânt	r e tS e n s @ m 1 n t	4		3	r e tS e n s @ m 1 n t	recensământ|=|Ncms-n|3
19369	244600	recent	=	Afpms-n	re.cent	rec'ent	r e tS e n t	2		1	r e tS e n t	recent|=|Afpms-n|1
19370	244612	recenzie	=	Ncfsrn	re.cen.zi.e	rec'enzie	r e tS e n z i e	4		1	r e tS e n z i	recenzie|=|Ncfsrn|1
19371	244618	recenzor	=	Ncms-n	re.cen.zor	recenz'or	r e tS e n z o r	3		2	r e tS e n z o r	recenzor|=|Ncms-n|2
19372	244629	recepție	=	Ncfsrn	re.cep.ți.e	rec'epție	r e tS e p ts i e	4		1	r e tS e p ts i	recepție|=|Ncfsrn|1
19373	244637	recepționa	=	Vmnp	re.cep.ți.o.na	recepțion'a	r e tS e p ts i o n a	5		4	r e tS e p ts i o n	recepționa|=|Vmnp|4
19374	244641	recepționare	=	Ncfsrn	re.cep.ți.o.na.re	recepțion'are	r e tS e p ts i o n a r e	6		4	r e tS e p ts i o n a r	recepționare|=|Ncfsrn|4
19375	244654	recepționat	=	Afpms-n	re.cep.ți.o.nat	recepțion'at	r e tS e p ts i o n a t	5		4	r e tS e p ts i o n a t	recepționat|=|Afpms-n|4
19376	244685	recepționeră	=	Ncfsrn	re.cep.ți.o.ne.ră	recepțion'eră	r e tS e p ts i o n e r @	6		4	r e tS e p ts i o n e r	recepționeră|=|Ncfsrn|4
19377	244707	recepta	=	Vmnp	re.cep.ta	recept'a	r e tS e p t a	3		2	r e tS e p t	recepta|=|Vmnp|2
19378	244711	receptare	=	Ncfsrn	re.cep.ta.re	recept'are	r e tS e p t a r e	4		2	r e tS e p t a r	receptare|=|Ncfsrn|2
19379	244723	receptat	=	Afpms-n	re.cep.tat	recept'at	r e tS e p t a t	3		2	r e tS e p t a t	receptat|=|Afpms-n|2
19380	244750	receptiv	=	Afpms-n	re.cep.tiv	recept'iv	r e tS e p t i v	3		2	r e tS e p t i v	receptiv|=|Afpms-n|2
19381	244760	receptivitate	=	Ncfsrn	re.cep.ti.vi.ta.te	receptivit'ate	r e tS e p t i v i t a t e	6		4	r e tS e p t i v i t a t	receptivitate|=|Ncfsrn|4
19382	244775	receptor	=	Afpms-n	re.cep.tor	recept'or	r e tS e p t o r	3		2	r e tS e p t o r	receptor|=|Afpms-n|2
19383	244782	recesiune	=	Ncfsrn	re.ce.si.u.ne	recesi'une	r e tS e s i u n e	5		3	r e tS e s i u n	recesiune|=|Ncfsrn|3
19384	244793	rechema	=	Vmnp	re.che.ma	rechem'a	r e k_j e m a	3		2	r e k_j e m	rechema|=|Vmnp|2
19385	244797	rechemare	=	Ncfsrn	re.che.ma.re	rechem'are	r e k_j e m a r e	4		2	r e k_j e m a r	rechemare|=|Ncfsrn|2
19386	244831	rechin	=	Ncms-n	re.chin	rech'in	r e k_j i n	2		1	r e k_j i n	rechin|=|Ncms-n|1
19387	244844	rechizitoriu	=	Ncms-n	re.chi.zi.to.riu	rechizit'oriu	r e k_j i z i t o r j u	5		3	r e k_j i z i t o r j	rechizitoriu|=|Ncms-n|3
19388	244858	recicla	=	Vmnp	re.ci.cla	recicl'a	r e tS i k l a	3		2	r e tS i k l	recicla|=|Vmnp|2
19389	244874	reciclare	=	Ncfsrn	re.ci.cla.re	recicl'are	r e tS i k l a r e	4		2	r e tS i k l a r	reciclare|=|Ncfsrn|2
19390	244886	reciclat	=	Afpms-n	re.ci.clat	recicl'at	r e tS i k l a t	3		2	r e tS i k l a t	reciclat|=|Afpms-n|2
19391	244915	recidivă	=	Ncfsrn	re.ci.di.vă	recid'ivă	r e tS i d i v @	4		2	r e tS i d i v	recidivă|=|Ncfsrn|2
19392	244924	recidiva	=	Vmnp	re.ci.di.va	recidiv'a	r e tS i d i v a	4		3	r e tS i d i v	recidiva|=|Vmnp|3
19393	244929	recidivant	=	Afpms-n	re.ci.di.vant	recidiv'ant	r e tS i d i v a n t	4		3	r e tS i d i v a n t	recidivant|=|Afpms-n|3
19394	244942	recidivare	=	Ncfsrn	re.ci.di.va.re	recidiv'are	r e tS i d i v a r e	5		3	r e tS i d i v a r	recidivare|=|Ncfsrn|3
19395	244971	recidivist	=	Afpms-n	re.ci.di.vist	recidiv'ist	r e tS i d i v i s t	4		3	r e tS i d i v i s t	recidivist|=|Afpms-n|3
19396	244972	recidivist	=	Ncms-n	re.ci.di.vist	recidiv'ist	r e tS i d i v i s t	4		3	r e tS i d i v i s t	recidivist|=|Ncms-n|3
19397	244998	recipient	=	Ncms-n	re.ci.pi.ent	recipi'ent	r e tS i p i e n t	4		3	r e tS i p i e n t	recipient|=|Ncms-n|3
19398	245005	reciproc	=	Afpms-n	re.ci.proc	recipr'oc	r e tS i p r o k	3		2	r e tS i p r o k	reciproc|=|Afpms-n|2
19399	245022	reciprocitate	=	Ncfsrn	re.ci.pro.ci.ta.te	reciprocit'ate	r e tS i p r o tS i t a t e	6		4	r e tS i p r o tS i t a t	reciprocitate|=|Ncfsrn|4
19400	245032	reciprocă	=	Ncfsrn	re.ci.pro.că	recipr'ocă	r e tS i p r o k @	4		2	r e tS i p r o k	reciprocă|=|Ncfsrn|2
19401	245045	recita	=	Vmnp	re.ci.ta	recit'a	r e tS i t a	3		2	r e tS i t	recita|=|Vmnp|2
19402	245048	recital	=	Ncms-n	re.ci.tal	recit'al	r e tS i t a l	3		2	r e tS i t a l	recital|=|Ncms-n|2
19403	245056	recitare	=	Ncfsrn	re.ci.ta.re	recit'are	r e tS i t a r e	4		2	r e tS i t a r	recitare|=|Ncfsrn|2
19404	245091	reciti	=	Vmnp	re.ci.ti	recit'i	r e tS i t i	3		2	r e tS i t	reciti|=|Vmnp|2
19405	245125	reclădi	=	Vmnp	re.clă.di	reclăd'i	r e k l @ d i	3		2	r e k l @ d	reclădi|=|Vmnp|2
19406	245147	reclamă	=	Ncfsrn	re.cla.mă	recl'amă	r e k l a m @	3		1	r e k l a m	reclamă|=|Ncfsrn|1
19407	245154	reclama	=	Vmnp	re.cla.ma	reclam'a	r e k l a m a	3		2	r e k l a m	reclama|=|Vmnp|2
19408	245163	reclamație	=	Ncfsrn	re.cla.ma.ți.e	reclam'ație	r e k l a m a ts i e	5		2	r e k l a m a ts i	reclamație|=|Ncfsrn|2
19409	245175	reclamant	=	Ncms-n	re.cla.mant	reclam'ant	r e k l a m a n t	3		2	r e k l a m a n t	reclamant|=|Ncms-n|2
19410	245185	reclamantă	=	Ncfsrn	re.cla.man.tă	reclam'antă	r e k l a m a n t @	4		2	r e k l a m a n t	reclamantă|=|Ncfsrn|2
19411	245199	reclamat	=	Afpms-n	re.cla.mat	reclam'at	r e k l a m a t	3		2	r e k l a m a t	reclamat|=|Afpms-n|2
19412	245214	reclamată	=	Ncfsrn	re.cla.ma.tă	reclam'ată	r e k l a m a t @	4		2	r e k l a m a t	reclamată|=|Ncfsrn|2
19413	245233	recolta	=	Vmnp	re.col.ta	recolt'a	r e k o l t a	3		2	r e k o l t	recolta|=|Vmnp|2
19414	245238	recoltare	=	Ncfsrn	re.col.ta.re	recolt'are	r e k o l t a r e	4		2	r e k o l t a r	recoltare|=|Ncfsrn|2
19415	245272	recoltă	=	Ncfsrn	re.col.tă	rec'oltă	r e k o l t @	3		1	r e k o l t	recoltă|=|Ncfsrn|1
19416	245291	recomanda	=	Vmnp	re.co.man.da	recomand'a	r e k o m a n d a	4		3	r e k o m a n d	recomanda|=|Vmnp|3
19417	245299	recomandație	=	Ncfsrn	re.co.man.da.ți.e	recomand'ație	r e k o m a n d a ts i e	6		3	r e k o m a n d a ts i	recomandație|=|Ncfsrn|3
19418	245306	recomandabil	=	Afpms-n	re.co.man.da.bil	recomand'abil	r e k o m a n d a b i l	5		3	r e k o m a n d a b i l	recomandabil|=|Afpms-n|3
19419	245324	recomandare	=	Ncfsrn	re.co.man.da.re	recomand'are	r e k o m a n d a r e	5		3	r e k o m a n d a r	recomandare|=|Ncfsrn|3
19420	245336	recomandat	=	Afpms-n	re.co.man.dat	recomand'at	r e k o m a n d a t	4		3	r e k o m a n d a t	recomandat|=|Afpms-n|3
19421	245349	recomandată	=	Ncfsrn	re.co.man.da.tă	recomand'ată	r e k o m a n d a t @	5		3	r e k o m a n d a t	recomandată|=|Ncfsrn|3
19422	245359	recombina	=	Vmnp	re.com.bi.na	recombin'a	r e k o m b i n a	4		3	r e k o m b i n	recombina|=|Vmnp|3
19423	245390	recompensa	=	Vmnp	re.com.pen.sa	recompens'a	r e k o m p e n s a	4		3	r e k o m p e n s	recompensa|=|Vmnp|3
19424	245395	recompensare	=	Ncfsrn	re.com.pen.sa.re	recompens'are	r e k o m p e n s a r e	5		3	r e k o m p e n s a r	recompensare|=|Ncfsrn|3
19425	245407	recompensat	=	Afpms-n	re.com.pen.sat	recompens'at	r e k o m p e n s a t	4		3	r e k o m p e n s a t	recompensat|=|Afpms-n|3
19426	245440	recompensă	=	Ncfsrn	re.com.pen.să	recomp'ensă	r e k o m p e n s @	4		2	r e k o m p e n s	recompensă|=|Ncfsrn|2
19427	245454	recompune	=	Vmnp	re.com.pu.ne	recomp'une	r e k o m p u n e	4		2	r e k o m p u n	recompune|=|Vmnp|2
19428	245482	reconciliere	=	Ncfsrn	re.con.ci.li.e.re	reconcili'ere	r e k o n tS i l i e r e	6		4	r e k o n tS i l i e r	reconciliere|=|Ncfsrn|4
19429	245491	recondiționa	=	Vmnp	re.con.di.ți.o.na	recondițion'a	r e k o n d i ts i o n a	6		5	r e k o n d i ts i o n	recondiționa|=|Vmnp|5
19430	245495	recondiționare	=	Ncfsrn	re.con.di.țio.na.re	recondițion'are	r e k o n d i ts j o n a r e	6		4	r e k o n d i ts j o n a r	recondiționare|=|Ncfsrn|4
19431	245508	recondiționat	=	Afpms-n	re.con.di.ți.o.nat	recondițion'at	r e k o n d i ts i o n a t	6		5	r e k o n d i ts i o n a t	recondiționat|=|Afpms-n|5
19432	245543	reconfigurare	=	Ncfsrn	re.con.fi.gu.ra.re	reconfigur'are	r e k o n f i g u r a r e	6		4	r e k o n f i g u r a r	reconfigurare|=|Ncfsrn|4
19433	245552	reconfirma	=	Vmnp	re.con.fir.ma	reconfirm'a	r e k o n f i r m a	4		3	r e k o n f i r m	reconfirma|=|Vmnp|3
19434	245566	reconfirmat	=	Afpms-n	re.con.fir.mat	reconfirm'at	r e k o n f i r m a t	4		3	r e k o n f i r m a t	reconfirmat|=|Afpms-n|3
19435	245595	reconfortant	=	Afpms-n	re.con.for.tant	reconfort'ant	r e k o n f o r t a n t	4		3	r e k o n f o r t a n t	reconfortant|=|Afpms-n|3
19436	245610	reconsidera	=	Vmnp	re.con.si.de.ra	reconsider'a	r e k o n s i d e r a	5		4	r e k o n s i d e r	reconsidera|=|Vmnp|4
19437	245624	reconsiderat	=	Afpms-n	re.con.si.de.rat	reconsider'at	r e k o n s i d e r a t	5		4	r e k o n s i d e r a t	reconsiderat|=|Afpms-n|4
19438	245656	reconstitui	=	Vmnp	re.con.sti.tu.i	reconstitu'i	r e k o n s t i t u i	5		4	r e k o n s t i t u	reconstitui|=|Vmnp|4
19439	245668	reconstituire	=	Ncfsrn	re.con.sti.tu.i.re	reconstitu'ire	r e k o n s t i t u i r e	6		4	r e k o n s t i t u i r	reconstituire|=|Ncfsrn|4
19440	245685	reconstituit	=	Afpms-n	re.con.sti.tu.it	reconstitu'it	r e k o n s t i t u i t	5		4	r e k o n s t i t u i t	reconstituit|=|Afpms-n|4
19441	245705	reconstructiv	=	Afpms-n	re.con.struc.tiv	reconstruct'iv	r e k o n s t r u k t i v	4		3	r e k o n s t r u k t i v	reconstructiv|=|Afpms-n|3
19442	245719	reconstrucție	=	Ncfsrn	re.con.struc.ți.e	reconstr'ucție	r e k o n s t r u k ts i e	5		2	r e k o n s t r u k ts i	reconstrucție|=|Ncfsrn|2
19443	245727	reconstrui	=	Vmnp	re.con.stru.i	reconstru'i	r e k o n s t r u i	4		3	r e k o n s t r u	reconstrui|=|Vmnp|3
19444	245742	reconstruire	=	Ncfsrn	re.con.stru.i.re	reconstru'ire	r e k o n s t r u i r e	5		3	r e k o n s t r u i r	reconstruire|=|Ncfsrn|3
19445	245759	reconstruit	=	Afpms-n	re.con.stru.it	reconstru'it	r e k o n s t r u i t	4		3	r e k o n s t r u i t	reconstruit|=|Afpms-n|3
19446	245779	reconvențional	=	Afpms-n	re.con.ven.țio.nal	reconvențion'al	r e k o n v e n ts j o n a l	5		4	r e k o n v e n ts j o n a l	reconvențional|=|Afpms-n|4
19447	245793	reconversie	=	Ncfsrn	re.con.ver.si.e	reconv'ersie	r e k o n v e r s i e	5		2	r e k o n v e r s i	reconversie|=|Ncfsrn|2
19448	245799	record	=	Ncms-n	re.cord	rec'ord	r e k o r d	2		1	r e k o r d	record|=|Ncms-n|1
19449	245800	recordman	=	Ncms-n	re.cor.dman	recordm'an	r e k o r d m a n	3		2	r e k o r d m a n	recordman|=|Ncms-n|2
19450	245824	recrea	=	Vmnp	re.cre.a	recre'a	r e k r e a	3		2	r e k r e	recrea|=|Vmnp|2
19451	245828	recreare	=	Ncfsrn	re.cre.a.re	recre'are	r e k r e a r e	4		2	r e k r e a r	recreare|=|Ncfsrn|2
19452	245842	recreativ	=	Afpms-n	re.cre.a.tiv	recreat'iv	r e k r e a t i v	4		3	r e k r e a t i v	recreativ|=|Afpms-n|3
19453	245863	recreație	=	Ncfsrn	re.cre.a.ți.e	recre'ație	r e k r e a ts i e	5		2	r e k r e a ts i	recreație|=|Ncfsrn|2
