d_in	d_out	before	after	key1	key2	desin1	desin2	stress change
a	a	r	n	raniță|=|Ncfsrn|0	ranițe|raniță|Ncfp-n|0	ă	e	FALSE
a	a	r	p	rapiță|=|Ncfsrn|0	rapițe|rapiță|Ncfp-n|0	ă	e	FALSE
a	a	r	p	rapt|=|Ncms-n|0	rapturi|rapt|Ncfp-n|0		u r i_0	FALSE
a	a	r	r	rară|=|Ncfsrn|0	rare|rară|Ncfp-n|0	ă	e	FALSE
a	a	r	s	ras|=|Ncms-n|0	rasuri|ras|Ncfp-n|0		u r i_0	FALSE
a	a	r	s	rasă|=|Ncfsrn|0	rase|rasă|Ncfp-n|0	ă	e	FALSE
a	a	r	t	ratat|=|Afpms-n|1	ratați|ratat|Ncmp-n|1		i_0	FALSE
a	a	r	t	ratată|=|Ncfsrn|1	ratate|ratată|Ncfp-n|1	ă	e	FALSE
a	a	r	t	rată|=|Ncfsrn|0	rate|rată|Ncfp-n|0	ă	e	FALSE
a	a	r	v	ravagiu|=|Ncms-n|1	ravagii|ravagiu|Ncfp-n|1	u	i j	FALSE
a	a	r	z	razie|=|Ncfsrn|0	razii|razie|Ncfp-n|0	e	j	FALSE
a	a	r	z	raznă|=|Ncfsrn|0	razne|raznă|Ncfp-n|0	ă	e	FALSE
a	a	r	z	rază|=|Ncfsrn|0	raze|rază|Ncfp-n|0	ă	e	FALSE
a	a	r	ts	rațcă|=|Ncfsrn|0	rațce|rațcă|Ncfp-n|0	ă	e	FALSE
a	a	r	ts	rație|=|Ncfsrn|0	rații|rație|Ncfp-n|0	e	j	FALSE
a	a	r	ts	rață|=|Ncfsrn|0	rațe|rață|Ncfp-n|0	ă	e	FALSE
a	a	e	k	reacție|=|Ncfsrn|1	reacții|reacție|Ncfp-n|0	e	j	TRUE
a	a	e_X	z	reazem|=|Ncms-n|0	reazeme|reazem|Ncfp-n|0		e	FALSE
a	a	t	l	recital|=|Ncms-n|2	recitaluri|recital|Ncfp-n|2		u r i_0	FALSE
a	a	l	m	reclamant|=|Ncms-n|2	reclamanți|reclamant|Ncmp-n|2		i_0	FALSE
a	a	l	m	reclamantă|=|Ncfsrn|2	reclamante|reclamantă|Ncfp-n|2	ă	e	FALSE
a	a	l	m	reclamată|=|Ncfsrn|2	reclamate|reclamată|Ncfp-n|2	ă	e	FALSE
a	a	l	m	reclamație|=|Ncfsrn|2	reclamații|reclamație|Ncfp-n|2	e	j	FALSE
a	a	l	m	reclamă|=|Ncfsrn|1	reclame|reclamă|Ncfp-n|1	ă	e	FALSE
a	a	m	n	recomandată|=|Ncfsrn|3	recomandate|recomandată|Ncfp-n|3	ă	e	FALSE
a	a	m	n	recomandație|=|Ncfsrn|3	recomandații|recomandație|Ncfp-n|3	e	j	FALSE
a	a	m	n	recordman|=|Ncms-n|2	recordmani|recordman|Ncmp-n|2		i_0	FALSE
a	a	e	ts	recreație|=|Ncfsrn|2	recreații|recreație|Ncfp-n|2	e	j	FALSE
a	a	o_X	S	recunoaștere|=|Ncfsrn|2	recunoașteri|recunoaștere|Ncfp-n|2	e	i_0	FALSE
a	a	d	k	redactor|=|Ncms-n|1	redactori|redactor|Ncmp-n|1		i_0	FALSE
a	a	d	k	redacție|=|Ncfsrn|1	redacții|redacție|Ncfp-n|1	e	j	FALSE
a	a	f	tS	refacere|=|Ncfsrn|1	refaceri|refacere|Ncfp-n|1	e	i_0	FALSE
a	a	r	t	referat|=|Ncms-n|2	referate|referat|Ncfp-n|2		e	FALSE
a	a	m	t	reformată|=|Ncfsrn|2	reformate|reformată|Ncfp-n|2	ă	e	FALSE
a	a	r	k	refracție|=|Ncfsrn|1	refracții|refracție|Ncfp-n|1	e	j	FALSE
a	a	g	l	regal|=|Afpms-n|1	regaluri|regal|Ncfp-n|1		u r i_0	FALSE
a	a	g	l	regală|=|Ncfsrn|1	regale|regală|Ncfp-n|1	ă	e	FALSE
a	a	g	t	regat|=|Ncms-n|1	regate|regat|Ncfp-n|1		e	FALSE
a	a	n	l	regională|=|Ncfsrn|3	regionale|regională|Ncfp-n|3	ă	e	FALSE
a	a	l	Z	reglaj|=|Ncms-n|1	reglaje|reglaj|Ncfp-n|1		e	FALSE
a	a	t	t	regretată|=|Ncfsrn|2	regretate|regretată|Ncfp-n|2	ă	e	FALSE
a	a	t	ts	regurgitație|=|Ncfsrn|3	regurgitații|regurgitație|Ncfp-n|3	e	j	FALSE
a	a	l	k	relaxă|=|Ncfsrn|1	relaxe|relaxă|Ncfp-n|1	ă	e	FALSE
a	a	l	ts	relație|=|Ncfsrn|1	relații|relație|Ncfp-n|1	e	j	FALSE
a	a	v	n	relevanță|=|Ncfsrn|2	relevanțe|relevanță|Ncfp-n|2	ă	e	FALSE
a	a	m	r	remarcă|=|Ncfsrn|1	remarce|remarcă|Ncfp-n|1	ă	e	FALSE
a	a	m	r	remarcă|=|Ncfsrn|1	remarci|remarcă|Ncfp-n|1	ă	tS	FALSE
a	a	r	ts	remunerație|=|Ncfsrn|3	remunerații|remunerație|Ncfp-n|3	e	j	FALSE
a	a	n	S	renaștere|=|Ncfsrn|1	renașteri|renaștere|Ncfp-n|1	e	i_0	FALSE
a	a	g	t	renegat|=|Ncms-n|2	renegați|renegat|Ncmp-n|2		i_0	FALSE
a	a	p	o	repaos|=|Ncms-n|1	repaosuri|repaos|Ncfp-n|1		u r i_0	FALSE
a	a	p	r	reparație|=|Ncfsrn|2	reparații|reparație|Ncfp-n|2	e	j	FALSE
a	a	p	u	repaus|=|Ncms-n|1	repausuri|repaus|Ncfp-n|1		u r i_0	FALSE
a	a	t	Z	reportaj|=|Ncms-n|2	reportaje|reportaj|Ncfp-n|2		e	FALSE
a	a	t	n	reprezentant|=|Ncms-n|3	reprezentanți|reprezentant|Ncmp-n|3		i_0	FALSE
a	a	t	n	reprezentantă|=|Ncfsrn|3	reprezentante|reprezentantă|Ncfp-n|3	ă	e	FALSE
a	a	t	n	reprezentanță|=|Ncfsrn|3	reprezentanțe|reprezentanță|Ncfp-n|3	ă	e	FALSE
a	a	t	ts	reprezentație|=|Ncfsrn|3	reprezentații|reprezentație|Ncfp-n|3	e	j	FALSE
a	a	k	n	republicană|=|Ncfsrn|3	republicane|republicană|Ncfp-n|3	ă	e	FALSE
a	a	t	ts	reputație|=|Ncfsrn|2	reputații|reputație|Ncfp-n|2	e	j	FALSE
a	a	s	n	resortisant|=|Ncms-n|3	resortisanți|resortisant|Ncmp-n|3		i_0	FALSE
a	a	r	ts	respirație|=|Ncfsrn|2	respirații|respirație|Ncfp-n|2	e	j	FALSE
a	a	s	b	responsabil|=|Afpms-n|2	responsabili|responsabil|Ncmp-n|2		i_0	FALSE
a	a	s	b	responsabilă|=|Ncfsrn|2	responsabile|responsabilă|Ncfp-n|2	ă	e	FALSE
a	a	t	n	restanță|=|Ncfsrn|1	restanțe|restanță|Ncfp-n|1	ă	e	FALSE
a	a	t	u	restaurant|=|Ncms-n|3	restaurante|restaurant|Ncfp-n|3		e	FALSE
a	a	r	gZ	retragere|=|Ncfsrn|1	retrageri|retragere|Ncfp-n|1	e	i_0	FALSE
a	a	v	n	revanșă|=|Ncfsrn|1	revanșe|revanșă|Ncfp-n|1	ă	e	FALSE
a	a	l	ts	revelație|=|Ncfsrn|2	revelații|revelație|Ncfp-n|2	e	j	FALSE
a	a	n	r	revoluționară|=|Ncfsrn|5	revoluționare|revoluționară|Ncfp-n|5	ă	e	FALSE
a	a	v	ts	rezervație|=|Ncfsrn|2	rezervații|rezervație|Ncfp-n|2	e	j	FALSE
a	a	i	t	rezidențiat|=|Ncms-n|4	rezidențiate|rezidențiat|Ncfp-n|4		e	FALSE
a	a	n	n	rezonanță|=|Ncfsrn|2	rezonanțe|rezonanță|Ncfp-n|2	ă	e	FALSE
a	a	t	n	rezultantă|=|Ncfsrn|2	rezultante|rezultantă|Ncfp-n|2	ă	e	FALSE
a	a	t	t	rezultat|=|Afpms-n|2	rezultate|rezultat|Ncfp-n|2		e	FALSE
a	a	m	t	rezumat|=|Ncms-n|2	rezumate|rezumat|Ncfp-n|2		e	FALSE
a	a	o_X	r	reîntoarcere|=|Ncfsrn|2	reîntoarceri|reîntoarcere|Ncfp-n|2	e	i_0	FALSE
a	a	o_X	r	ridichioară|=|Ncfsrn|2	ridichioare|ridichioară|Ncfp-n|2	ă	e	FALSE
a	a	e_X	g	ripeag|=|Ncms-n|1	ripeaguri|ripeag|Ncfp-n|1		u r i_0	FALSE
a	a	u	l	ritual|=|Afpms-n|2	ritualuri|ritual|Ncfp-n|2		u r i_0	FALSE
a	a	v	l	rival|=|Afpms-n|1	rivali|rival|Ncmp-n|1		i_0	FALSE
a	a	v	l	rivală|=|Ncfsrn|1	rivale|rivală|Ncfp-n|1	ă	e	FALSE
a	a	z	f	rizafcă|=|Ncfsrn|1	rizafce|rizafcă|Ncfp-n|1	ă	e	FALSE
a	a	e_X	f	rizeafcă|=|Ncfsrn|1	rizeafce|rizeafcă|Ncfp-n|1	ă	e	FALSE
a	a	o_X	t	roată|=|Ncfsrn|0	roate|roată|Ncfp-n|0	ă	e	FALSE
a	a	k	d	rocadă|=|Ncfsrn|1	rocade|rocadă|Ncfp-n|1	ă	e	FALSE
a	a	d	n	rojdanic|=|Ncms-n|1	rojdanice|rojdanic|Ncfp-n|1		e	FALSE
a	a	g	n	rolgang|=|Ncms-n|1	rolganguri|rolgang|Ncfp-n|1		u r i_0	FALSE
a	a	m	n	roman|=|Afpms-n|1	romane|roman|Ncfp-n|1		e	FALSE
a	a	m	n	romană|=|Ncfsrn|1	romane|romană|Ncfp-n|1	ă	e	FALSE
a	a	m	n	romanț|=|Ncms-n|1	romanțuri|romanț|Ncfp-n|1		u r i_0	FALSE
a	a	p	s	rostopască|=|Ncfsrn|2	rostopaște|rostopască|Ncfp-n|2	ă	e	FALSE
a	a	t	r	rotar|=|Ncms-n|1	rotari|rotar|Ncmp-n|1		i_0	FALSE
a	a	t	ts	rotație|=|Ncfsrn|1	rotații|rotație|Ncfp-n|1	e	j	FALSE
a	a	r	n	rototranslație|=|Ncfsrn|3	rototranslații|rototranslație|Ncfp-n|3	e	j	FALSE
a	a	o_X	r	rufșoară|=|Ncfsrn|1	rufșoare|rufșoară|Ncfp-n|1	ă	e	FALSE
a	a	l	Z	rulaj|=|Ncms-n|1	rulaje|rulaj|Ncfp-n|1		e	FALSE
a	a	s	l	rusalie|=|Ncfsrn|1	rusalii|rusalie|Ncfp-n|1	e	j	FALSE
a	a	o_X	j	rusoaică|=|Ncfsrn|1	rusoaice|rusoaică|Ncfp-n|1	ă	e	FALSE
a	a	s	n	ruxandră|=|Ncfsrn|1	ruxandre|ruxandră|Ncfp-n|1	ă	e	FALSE
a	a	ts	r	râșnițar|=|Ncms-n|2	râșnițari|râșnițar|Ncmp-n|2		i_0	FALSE
a	a	v	n	rădvan|=|Ncms-n|1	rădvane|rădvan|Ncfp-n|1		e	FALSE
a	a	g	z	răgaz|=|Ncms-n|1	răgazuri|răgaz|Ncfp-n|1		u r i_0	FALSE
a	a	m	s	rămas|=|Afpms-n|1	rămasuri|rămas|Ncfp-n|1		u r i_0	FALSE
a	a	S	g	rămășag|=|Ncms-n|2	rămășaguri|rămășag|Ncfp-n|2		u r i_0	FALSE
a	a	s	d	răsad|=|Ncms-n|1	răsaduri|răsad|Ncfp-n|1		u r i_0	FALSE
a	a	s	d	răsadniță|=|Ncfsrn|1	răsadnițe|răsadniță|Ncfp-n|1	ă	e	FALSE
a	a	s	b	sablant|=|Ncms-n|1	sablanți|sablant|Ncmp-n|1		i_0	FALSE
a	a	s	b	sabotaj|=|Ncms-n|2	sabotaje|sabotaj|Ncfp-n|2		e	FALSE
a	a	s	k	sac|=|Ncms-n|0	saci|sac|Ncmp-n|0		tS	FALSE
a	a	s	f	safari|=|Ncms-n|1	safariuri|safari|Ncfp-n|1	i	i u r i_0	FALSE
a	a	s	f	saftian|=|Ncms-n|2	saftiane|saftian|Ncfp-n|2		e	FALSE
a	a	s	f	saftian|=|Ncms-n|2	saftianuri|saftian|Ncfp-n|2		u r i_0	FALSE
a	a	s	g	sagnă|=|Ncfsrn|0	sagne|sagnă|Ncfp-n|0	ă	e	FALSE
a	a	s	g	sagum|=|Ncms-n|0	sagumuri|sagum|Ncfp-n|0		u r i_0	FALSE
a	a	s	l	salam|=|Ncms-n|1	salamuri|salam|Ncfp-n|1		u r i_0	FALSE
a	a	s	l	salariat|=|Ncms-n|3	salariați|salariat|Ncmp-n|3		i_0	FALSE
a	a	s	l	salariu|=|Ncms-n|1	salarii|salariu|Ncfp-n|1	u	i	FALSE
a	a	s	l	salată|=|Ncfsrn|1	salate|salată|Ncfp-n|1	ă	e	FALSE
a	a	s	l	salbă|=|Ncfsrn|0	salbe|salbă|Ncfp-n|0	ă	e	FALSE
a	a	s	l	salcie|=|Ncfsrn|0	salcii|salcie|Ncfp-n|0	e	j	FALSE
a	a	s	l	salicilat|=|Ncms-n|3	salicilați|salicilat|Ncmp-n|3		i_0	FALSE
a	a	s	l	salonard|=|Ncms-n|2	salonarzi|salonard|Ncmp-n|2		i_0	FALSE
a	a	s	l	salt|=|Ncms-n|0	salturi|salt|Ncfp-n|0		u r i_0	FALSE
a	a	s	l	saltimbanc|=|Ncms-n|2	saltimbanci|saltimbanc|Ncmp-n|2		tS	FALSE
a	a	s	l	salvie|=|Ncfsrn|0	salvii|salvie|Ncfp-n|0	e	j	FALSE
a	a	s	l	salvă|=|Ncfsrn|0	salve|salvă|Ncfp-n|0	ă	e	FALSE
a	a	s	m	sambă|=|Ncfsrn|0	sambe|sambă|Ncfp-n|0	ă	e	FALSE
a	a	s	m	sameș|=|Ncms-n|0	sameși|sameș|Ncmp-n|0		i_0	FALSE
a	a	s	m	samsar|=|Ncms-n|1	samsari|samsar|Ncmp-n|1		i_0	FALSE
a	a	s	m	samuraslă|=|Ncfsrn|2	samurasle|samuraslă|Ncfp-n|2	ă	e	FALSE
a	a	s	n	sanctuar|=|Ncms-n|2	sanctuare|sanctuar|Ncfp-n|2		e	FALSE
a	a	s	n	sandală|=|Ncfsrn|1	sandale|sandală|Ncfp-n|1	ă	e	FALSE
a	a	s	n	sandră|=|Ncfsrn|0	sandre|sandră|Ncfp-n|0	ă	e	FALSE
a	a	s	n	sandvici|=|Ncms-n|0	sandviciuri|sandvici|Ncfp-n|0	i	u r i_0	FALSE
a	a	s	n	sandviș|=|Ncms-n|0	sandvișuri|sandviș|Ncfp-n|0		u r i_0	FALSE
a	a	s	n	sangeac|=|Ncms-n|1	sangeaci|sangeac|Ncmp-n|1		tS	FALSE
a	a	s	n	sangeac|=|Ncms-n|1	sangeacuri|sangeac|Ncfp-n|1		u r i_0	FALSE
a	a	s	p	sapă|=|Ncfsrn|0	sape|sapă|Ncfp-n|0	ă	e	FALSE
a	a	s	r	sarafan|=|Ncms-n|2	sarafane|sarafan|Ncfp-n|2		e	FALSE
a	a	s	r	sarcasm|=|Ncms-n|1	sarcasme|sarcasm|Ncfp-n|1		e	FALSE
a	a	s	r	sarcină|=|Ncfsrn|0	sarcini|sarcină|Ncfp-n|0	ă	i_0	FALSE
a	a	s	r	sarcofag|=|Ncms-n|2	sarcofage|sarcofag|Ncfp-n|2		e	FALSE
a	a	s	r	sarmală|=|Ncfsrn|1	sarmale|sarmală|Ncfp-n|1	ă	e	FALSE
a	a	s	r	sart|=|Ncms-n|0	sarturi|sart|Ncfp-n|0		u r i_0	FALSE
a	a	s	s	sas|=|Ncms-n|0	sași|sas|Ncmp-n|0		i_0	FALSE
a	a	s	s	sas|=|Ncms-n|0	sasuri|sas|Ncfp-n|0		u r i_0	FALSE
a	a	s	t	sat|=|Ncms-n|0	sate|sat|Ncfp-n|0		e	FALSE
a	a	s	t	satisfacere|=|Ncfsrn|2	satisfaceri|satisfacere|Ncfp-n|2	e	i_0	FALSE
a	a	s	t	satisfacție|=|Ncfsrn|2	satisfacții|satisfacție|Ncfp-n|2	e	j	FALSE
a	a	s	t	satrap|=|Ncms-n|1	satrapi|satrap|Ncmp-n|1		i_0	FALSE
a	a	s	v	savant|=|Afpms-n|1	savanți|savant|Ncmp-n|1		i_0	FALSE
a	a	s	v	savană|=|Ncfsrn|1	savane|savană|Ncfp-n|1	ă	e	FALSE
a	a	s	v	savart|=|Ncms-n|1	savarți|savart|Ncmp-n|1		i_0	FALSE
a	a	s	v	savoiard|=|Ncms-n|2	savoiarzi|savoiard|Ncmp-n|2		i_0	FALSE
a	a	s	k	saxifragă|=|Ncfsrn|2	saxifragi|saxifragă|Ncfp-n|2	ă	i_0	FALSE
a	a	k	f	scafandru|=|Ncms-n|1	scafandre|scafandru|Ncfp-n|1	u	e	FALSE
a	a	k	f	scafandru|=|Ncms-n|1	scafandri|scafandru|Ncmp-n|1	u	i	FALSE
a	a	k	l	scaldă|=|Ncfsrn|0	scalde|scaldă|Ncfp-n|0	ă	e	FALSE
a	a	k	l	scalp|=|Ncms-n|0	scalpuri|scalp|Ncfp-n|0		u r i_0	FALSE
a	a	k	m	scampolo|=|Ncms-n|0	scampolouri|scampolo|Ncfp-n|0	o	o u r i_0	FALSE
a	a	k	n	scandal|=|Ncms-n|1	scandaluri|scandal|Ncfp-n|1		u r i_0	FALSE
a	a	k	n	scandinav|=|Ncms-n|2	scandinavi|scandinav|Ncmp-n|2		i_0	FALSE
a	a	k	n	scandinavă|=|Ncfsrn|2	scandinave|scandinavă|Ncfp-n|2	ă	e	FALSE
a	a	k	n	scaner|=|Ncms-n|0	scanere|scaner|Ncfp-n|0		e	FALSE
a	a	k	p	scap|=|Ncms-n|0	scapi|scap|Ncmp-n|0		i_0	FALSE
a	a	k	r	scarlatinoasă|=|Ncfsrn|3	scarlatinoase|scarlatinoasă|Ncfp-n|3	ă	e	FALSE
a	a	k	r	scarp|=|Ncms-n|0	scarpi|scarp|Ncmp-n|0		i_0	FALSE
a	a	k	t	scatoalcă|=|Ncfsrn|1	scatoalce|scatoalcă|Ncfp-n|1	ă	e	FALSE
a	a	k	u	scaun|=|Ncms-n|0	scaune|scaun|Ncfp-n|0		e	FALSE
a	a	n	r	scenariu|=|Ncms-n|1	scenarii|scenariu|Ncfp-n|1	u	j	FALSE
a	a	r	f	scenograf|=|Ncms-n|2	scenografi|scenograf|Ncmp-n|2		i_0	FALSE
a	a	r	f	scenografă|=|Ncfsrn|2	scenografe|scenografă|Ncfp-n|2	ă	e	FALSE
a	a	k_j	m	scheamăt|=|Ncms-n|0	scheamete|scheamăt|Ncfp-n|0		e	FALSE
a	a	k_j	u	schiaun|=|Ncms-n|0	schiaune|schiaun|Ncfp-n|0		e	FALSE
a	a	o_X	r	schioară|=|Ncfsrn|1	schioare|schioară|Ncfp-n|1	ă	e	FALSE
a	a	m	t	schismatic|=|Ncms-n|1	schismatici|schismatic|Ncmp-n|1		tS	FALSE
a	a	i	t	sciatică|=|Ncfsrn|1	sciatici|sciatică|Ncfp-n|1	ă	tS	FALSE
a	a	l	v	sclav|=|Ncms-n|0	sclavi|sclav|Ncmp-n|0		i_0	FALSE
a	a	o_X	r	scoarță|=|Ncfsrn|0	scoarțe|scoarță|Ncfp-n|0	ă	e	FALSE
a	a	o_X	t	scoatere|=|Ncfsrn|0	scoateri|scoatere|Ncfp-n|0	e	i_0	FALSE
a	a	l	s	scolast|=|Ncms-n|1	scolaști|scolast|Ncmp-n|1		i_0	FALSE
a	a	l	s	scolastică|=|Ncfsrn|1	scolastici|scolastică|Ncfp-n|1	ă	tS	FALSE
a	a	o_X	m	scoroambă|=|Ncfsrn|1	scoroambe|scoroambă|Ncfp-n|1	ă	e	FALSE
a	a	o_X	r	scorțișoară|=|Ncfsrn|2	scorțișoare|scorțișoară|Ncfp-n|2	ă	e	FALSE
a	a	r	b	scrabă|=|Ncfsrn|0	scrabe|scrabă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	f	scroafă|=|Ncfsrn|0	scroafe|scroafă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	m	scroambă|=|Ncfsrn|0	scroambe|scroambă|Ncfp-n|0	ă	e	FALSE
a	a	o_X	r	scrumbioară|=|Ncfsrn|2	scrumbioare|scrumbioară|Ncfp-n|2	ă	e	FALSE
a	a	w	r	scuar|=|Ncms-n|0	scuaruri|scuar|Ncfp-n|0		u r i_0	FALSE
a	a	r	Z	scurtmetraj|=|Ncms-n|2	scurtmetraje|scurtmetraj|Ncfp-n|2		e	FALSE
a	a	v	m	scvamă|=|Ncfsrn|0	scvame|scvamă|Ncfp-n|0	ă	e	FALSE
a	a	d	t	scăldat|=|Ncms-n|1	scăldaturi|scăldat|Ncfp-n|1		u r i_0	FALSE
a	a	r	t	secerat|=|Afpms-n|2	seceraturi|secerat|Ncfp-n|2		u r i_0	FALSE
a	a	t	r	secretar|=|Ncms-n|2	secretari|secretar|Ncmp-n|2		i_0	FALSE
a	a	t	r	secretariat|=|Ncms-n|4	secretariate|secretariat|Ncfp-n|4		e	FALSE
a	a	t	r	secretară|=|Ncfsrn|2	secretare|secretară|Ncfp-n|2	ă	e	FALSE
a	a	d	r	secundar|=|Afpms-n|2	secundare|secundar|Ncfp-n|2		e	FALSE
a	a	d	r	secundară|=|Ncfsrn|2	secundare|secundară|Ncfp-n|2	ă	e	FALSE
a	a	f	r	sefard|=|Ncms-n|1	sefarzi|sefard|Ncmp-n|1		i_0	FALSE
a	a	e_X	f	seleaf|=|Ncms-n|1	seleafuri|seleaf|Ncfp-n|1		u r i_0	FALSE
a	a	k	l	semicalc|=|Ncms-n|2	semicalcuri|semicalc|Ncfp-n|2		u r i_0	FALSE
a	a	n	l	semifinală|=|Ncfsrn|3	semifinale|semifinală|Ncfp-n|3	ă	e	FALSE
a	a	n	r	seminar|=|Ncms-n|2	seminare|seminar|Ncfp-n|2		e	FALSE
a	a	n	r	seminar|=|Ncms-n|2	seminarii|seminar|Ncfp-n|2		i j	FALSE
a	a	m	d	seminomad|=|Ncms-n|3	seminomazi|seminomad|Ncmp-n|3		i_0	FALSE
a	a	l	n	semiplan|=|Ncms-n|2	semiplane|semiplan|Ncfp-n|2		e	FALSE
a	a	l	n	semiplan|=|Ncms-n|2	semiplanuri|semiplan|Ncfp-n|2		u r i_0	FALSE
a	a	t	l	semirecital|=|Ncms-n|4	semirecitale|semirecital|Ncfp-n|4		e	FALSE
a	a	n	l	semnal|=|Ncms-n|1	semnale|semnal|Ncfp-n|1		e	FALSE
a	a	n	t	semnatar|=|Ncms-n|2	semnatari|semnatar|Ncmp-n|2		i_0	FALSE
a	a	n	t	semnatară|=|Ncfsrn|2	semnatare|semnatară|Ncfp-n|2	ă	e	FALSE
a	a	k	ts	semnificație|=|Ncfsrn|3	semnificații|semnificație|Ncfp-n|3	e	j	FALSE
a	a	n	t	senat|=|Ncms-n|1	senate|senat|Ncfp-n|1		e	FALSE
a	a	z	ts	senzație|=|Ncfsrn|1	senzații|senzație|Ncfp-n|1	e	j	FALSE
a	a	p	r	separație|=|Ncfsrn|2	separații|separație|Ncfp-n|2	e	j	FALSE
a	a	u	gZ	septuagenar|=|Ncms-n|4	septuagenari|septuagenar|Ncmp-n|4		i_0	FALSE
a	a	l	Z	serclaj|=|Ncms-n|1	serclaje|serclaj|Ncfp-n|1		e	FALSE
a	a	i	l	serial|=|Ncms-n|2	seriale|serial|Ncfp-n|2		e	FALSE
a	a	i	l	serial|=|Ncms-n|2	serialuri|serial|Ncfp-n|2		u r i_0	FALSE
a	a	t	r	sertar|=|Ncms-n|1	sertare|sertar|Ncfp-n|1		e	FALSE
a	a	v	n	servant|=|Ncms-n|1	servanți|servant|Ncmp-n|1		i_0	FALSE
a	a	l	n	sescviplan|=|Ncms-n|2	sescviplane|sescviplan|Ncfp-n|2		e	FALSE
a	a	k	r	setcar|=|Ncms-n|1	setcari|setcar|Ncmp-n|1		i_0	FALSE
a	a	r	Z	sevraj|=|Ncms-n|1	sevraje|sevraj|Ncfp-n|1		e	FALSE
a	a	f	d	sfadnică|=|Ncfsrn|0	sfadnice|sfadnică|Ncfp-n|0	ă	e	FALSE
a	a	f	n	sfanț|=|Ncms-n|0	sfanți|sfanț|Ncmp-n|0		i_0	FALSE
a	a	f	n	sfanțih|=|Ncms-n|0	sfanțihi|sfanțih|Ncmp-n|0		i_0	FALSE
a	a	f	t	sfat|=|Ncms-n|0	sfaturi|sfat|Ncfp-n|0		u r i_0	FALSE
a	a	t	n	sfeștanie|=|Ncfsrn|1	sfeștanii|sfeștanie|Ncfp-n|1	e	j	FALSE
a	a	e_X	k	sfredeleac|=|Ncms-n|2	sfredeleacuri|sfredeleac|Ncfp-n|2		u r i_0	FALSE
a	a	i	Z	siaj|=|Ncms-n|1	siaje|siaj|Ncfp-n|1		e	FALSE
a	a	l	r	sigillaria|=|Ncfsry|2	sigillarii|sigillaria|Ncfp-n|2	a	j	FALSE
a	a	r	n	siguranță|=|Ncfsrn|2	siguranțe|siguranță|Ncfp-n|2	ă	e	FALSE
a	a	h	s	sihastru|=|Ncms-n|1	sihaștri|sihastru|Ncmp-n|1	u	i	FALSE
a	a	e_X	h	sileah|=|Ncms-n|1	sileahuri|sileah|Ncfp-n|1		u r i_0	FALSE
a	a	i	m	similidiamant|=|Ncms-n|5	similidiamante|similidiamant|Ncfp-n|5		e	FALSE
a	a	p	t	simpatizant|=|Ncms-n|3	simpatizanți|simpatizant|Ncmp-n|3		i_0	FALSE
a	a	l	k	simulacru|=|Ncms-n|2	simulacre|simulacru|Ncfp-n|2	u	e	FALSE
a	a	k	t	sindicat|=|Ncms-n|2	sindicate|sindicat|Ncfp-n|2		e	FALSE
a	a	r	t	sinistrat|=|Afpms-n|2	sinistrați|sinistrat|Ncmp-n|2		i_0	FALSE
a	a	t	g	sintagmă|=|Ncfsrn|1	sintagme|sintagmă|Ncfp-n|1	ă	e	FALSE
a	a	g	S	sinucigaș|=|Ncms-n|3	sinucigași|sinucigaș|Ncmp-n|3		i_0	FALSE
a	a	t	r	sitar|=|Ncms-n|1	sitari|sitar|Ncmp-n|1		i_0	FALSE
a	a	u	ts	situație|=|Ncfsrn|2	situații|situație|Ncfp-n|2	e	j	FALSE
a	a	l	d	sladniță|=|Ncfsrn|0	sladnițe|sladniță|Ncfp-n|0	ă	e	FALSE
a	a	l	l	slalom|=|Ncms-n|0	slalomuri|slalom|Ncfp-n|0		u r i_0	FALSE
a	a	l	p	slap|=|Ncmsvn|0	slapi|slap|Ncmp-n|0		i_0	FALSE
a	a	l	t	slatină|=|Ncfsrn|0	slatine|slatină|Ncfp-n|0	ă	e	FALSE
a	a	l	v	slav|=|Ncms-n|0	slavi|slav|Ncmp-n|0		i_0	FALSE
a	a	l	v	slavă|=|Ncfsrn|0	slave|slavă|Ncfp-n|0	ă	e	FALSE
a	a	g	n	slogan|=|Ncms-n|1	slogane|slogan|Ncfp-n|1		e	FALSE
a	a	g	n	slogan|=|Ncms-n|1	sloganuri|slogan|Ncfp-n|1		u r i_0	FALSE
a	a	v	k	slovac|=|Ncms-n|1	slovaci|slovac|Ncmp-n|1		tS	FALSE
a	a	v	k	slovacă|=|Ncfsrn|1	slovace|slovacă|Ncfp-n|1	ă	e	FALSE
a	a	b	S	slujbaș|=|Ncms-n|1	slujbași|slujbaș|Ncmp-n|1		i_0	FALSE
a	a	m	l	smalt|=|Ncms-n|0	smalturi|smalt|Ncfp-n|0		u r i_0	FALSE
a	a	m	l	smalț|=|Ncms-n|0	smalțuri|smalț|Ncfp-n|0		u r i_0	FALSE
a	a	m	r	smaragd|=|Ncms-n|1	smaragde|smaragd|Ncfp-n|1		e	FALSE
a	a	m	r	smarald|=|Ncms-n|1	smaralde|smarald|Ncfp-n|1		e	FALSE
a	a	d	r	smirdar|=|Ncms-n|1	smirdari|smirdar|Ncmp-n|1		i_0	FALSE
